Text,Polarity,Agreement,Subjectivity,Confidence,Irony
"The saving grace is the location near the Church of Annunciation and the beautiful view of the little town of Bethlehem from the eighth floor rooftop restaurant. The food is reasonable but some of the leftovers from the night are served the next morning. The staff are not very friendly, there is no Room service and no Coffee maker in the room. Some of the rooms are small boxes. Using the lifts is an ordeal as there are only two with only one working properly and limited capacityThere are different Pilgrim groups given different timings for Breakfast. I we are told 6 30 AM and another group is at 6, they dont allow you to have Coffee also at 6 AM.",P,AGREEMENT,SUBJECTIVE,92,NONIRONIC
Staff were nice. Especially the chef. Head waiter was a bully. Rooms not great. Food terrible. I know it's a pilgrimage but would liked to have a bit more comfort leading to long days and early rises.,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"This is a difficult one. I do not like to be over critical of places where there are difficulties, as is the case in Bethlehem, but this hotel is not somewhere I would want to return to. We were on a pilgrimage and the travel company like to bring in trade to help the economy here, an aim that I have to agree with, but I have the impression that the staff and management here could do a lot more to make a stay more enjoyable. The rooms are small, decoration very old and generally run down. The water was cut off twice in the week we were there and the lifts kept breaking down. Every time something like this went wrong there were profuse apologies from the manager who stressed all the problems they experience, and then something else would go wrong. There must be better hotels in Bethlehem.",NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"Stayed here for four nights while on pilgrimage. The reception area is small with a bar and seating. Our room was basic with cheap plastic bathroom accessories, rough towels and we had to ask for a bath mat. The beds were clean but the room itself could do with a good cleaning and scrubbing.What I found most annoying was the very basic food that was laid on for breakfast and dinner. No imagination at all. We were watched like hawks in case we ate too much. At dinner the food was put on your plate by a so-called chef who gave you on piece of meat and you dare not come back for seconds. The flies were landing on the food and it's no wonder I got a dose of the trots while staying there. Definitely wouldn't recommend this hotel; but make up your own mind.",N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Well located for Bethlehem Basilica of the Nativity. Rooms clean and comfortable. Lovely restaurant for breakfast dinner - stunning views over the town and really lovely local food. I felt safe throughout the visit. The staff, Palestinian Christians, kind humble and deeply and subtlety love their town and land. It's a very sad situation they find themselves in and yet smiling and optimistic they get on with normal everyday life with outstanding care and attention to their guests. I would defiantly recommend both the hotel and a visit to Bethlehem itself ",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"Great hotel in Bethlehem!! Perfect position close to the old town and city center, staff very gentle and polite, always willing to help and assist you. Room was clean, warm, and with everything you need. The view was amazing. Wonderful breakfast at the 8th floor, with an amazing view.. Summarising, very good hotel with good prices. Absolutely reccomended!!",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
We were very impressed by this 3 star hotel. It is under refurbishment but that didn't affect us. The rooms were spacious and the beds were so comfortable. The mattresses and pillows seemed to be brand new. The food for breakfast and dinner was delicious. The staff were helpful and friendly. We really enjoyed our stay here.,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC
Stayed here for two nights. We were a group of 40 people who had visited Israel for the holy land tour. The night stay was good with comfortable sleep. Excellent cold breeze blows through the night.Morning breakfast was good with good choices. Dinner choices were also good. Loved the beef served here. A good place to get a comfortable stay and sleep. View from all the rooms was superb. Specially the view from their dinning hall where you can have a 360 degree view of Bethlehem.,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"Bethlehem Star Hotel offers basic rooms, with air conditioning and shower only. Great location, easy to access the old city and service, taxis and buses to other parts of Palestine - only 7 shekels to Jerusalem. The eighth floor offers a great view of the city. The rooms are not soundproof however, so you hear a lot of the comings and goings of the hotel guests.",P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC
"Our group stayed here in September 2015. My family's room and bathroom were nice, very clean, and comfortable. It was spacious. I was not a fan of their food but the staff was very nice and accommodating. The view from the restaurant on top was amazing.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Myself and my partner stayed here for several nights in November 2015. The location is good as it is close to Manger Square and other sites of historical interest. However, we found the hotel itself to be below the expected standard. Our room was small and although it had a large window looking down on the town, the glass was almost opaque through not having been cleaned for a very long time. Furthermore, the window didn't open. We took breakfast and dinner at the hotel and found the food to be of lower quality than we are used to. In general the hotel seemed a little down at heel. The staff were pleasant but we would seek out a better class hotel, albeit at a greater cost, were we to return to Bethlehem.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
